Age,Working Class,Education,Marital Status,Occupation,Gender,Capital Gain,Capital Loss,Hour per Week,Salary
36,Local Government,Bachelor,Divorced,Other Services,Male,0.0,0.0,40.0,<=7jt
43,Entrepreneur,Senior High School,Divorced,Executive Manager,Female,0.0,0.0,40.0,<=7jt
19,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,25.0,<=7jt
18,Entrepreneur,Senior High School,Single,Farmer,Male,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Associate Degree,Single,Religious Leader,Female,0.0,0.0,20.0,<=7jt
60,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,31234000.0,40.0,>7jt
38,Entrepreneur,Bachelor,Married,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
23,Entrepreneur,Senior High School,Single,Cleaning Service,Female,0.0,0.0,16.0,<=7jt
50,Entrepreneur,Senior High School,Single,Security,Male,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Professional School,Married,Specialist,Male,0.0,0.0,50.0,>7jt
31,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,31444000.0,45.0,>7jt
59,Entrepreneur,Associate Degree,Married,Tech Support,Male,102172000.0,0.0,40.0,>7jt
43,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
44,Entrepreneur,Senior High School,Single,Executive Manager,Female,0.0,0.0,52.0,<=7jt
26,Non-Corporate Freelance,Senior High School,Single,Sales,Male,0.0,0.0,40.0,<=7jt
29,State Government,Senior High School,Married,Tech Support,Male,0.0,0.0,40.0,>7jt
27,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
62,Entrepreneur,Senior High School,Widowed,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
72,Non-Corporate Freelance,Doctoral,Married,Specialist,Male,0.0,33488000.0,25.0,>7jt
39,Entrepreneur,Master,Single,Specialist,Female,0.0,0.0,40.0,>7jt
45,Non-Corporate Freelance,Bachelor,Married,Sales,Male,72492000.0,0.0,48.0,>7jt
24,Corporate Freelance,Associate Degree,Single,Sales,Male,0.0,0.0,70.0,<=7jt
54,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
23,Entrepreneur,Bachelor,Single,Tech Support,Female,0.0,0.0,40.0,<=7jt
31,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,>7jt
56,Entrepreneur,Junior High School,Widowed,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
25,Other,Bachelor,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
20,Entrepreneur,Senior High School,Single,Security,Male,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,7.0,<=7jt
38,State Government,Senior High School,Divorced,Specialist,Female,0.0,0.0,40.0,<=7jt
48,Non-Corporate Freelance,Junior High School,Single,Farmer,Male,0.0,0.0,50.0,<=7jt
22,Non-Corporate Freelance,Senior High School,Single,Farmer,Male,0.0,0.0,40.0,<=7jt
38,Entrepreneur,Associate Degree,Divorced,Specialist,Female,0.0,0.0,40.0,<=7jt
36,Corporate Freelance,Associate Degree,Separated,Executive Manager,Male,0.0,0.0,50.0,<=7jt
36,Entrepreneur,Senior High School,Single,Specialist,Male,0.0,0.0,40.0,<=7jt
22,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,20.0,<=7jt
27,Non-Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,50.0,<=7jt
24,Entrepreneur,Bachelor,Single,Sales,Female,0.0,0.0,35.0,<=7jt
60,Entrepreneur,Senior High School,Widowed,Sales,Female,0.0,0.0,38.0,<=7jt
22,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
47,Country Government,Master,Married,Specialist,Male,0.0,0.0,38.0,>7jt
18,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,25.0,<=7jt
37,Entrepreneur,Senior High School,Married,Other Services,Female,0.0,0.0,60.0,<=7jt
47,Entrepreneur,Master,Divorced,Specialist,Male,0.0,0.0,50.0,<=7jt
34,Entrepreneur,Senior High School,Single,Tech Support,Male,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Master,Single,Other Services,Female,0.0,0.0,35.0,<=7jt
36,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,40.0,<=7jt
57,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
28,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,40.0,>7jt
43,Country Government,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
42,Other,Bachelor,Married,Other Services,Female,0.0,0.0,28.0,>7jt
47,Entrepreneur,Master,Divorced,Specialist,Female,0.0,0.0,40.0,>7jt
24,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,8.0,<=7jt
48,Entrepreneur,Associate Degree,Married,Driver,Male,0.0,0.0,45.0,<=7jt
44,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,48.0,<=7jt
17,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,10.0,<=7jt
37,Entrepreneur,Master,Divorced,Executive Manager,Male,0.0,0.0,60.0,>7jt
71,Other,Associate Degree,Widowed,Other Services,Female,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Divorced,Machinery Supervisor,Male,0.0,0.0,50.0,<=7jt
38,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
48,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
21,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,36442000.0,40.0,<=7jt
84,Non-Corporate Freelance,Bachelor,Married,Farmer,Male,0.0,0.0,20.0,<=7jt
46,Entrepreneur,Professional School,Married,Specialist,Male,0.0,0.0,60.0,>7jt
34,Entrepreneur,Bachelor,Single,Executive Manager,Female,0.0,24374000.0,45.0,<=7jt
63,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,50.0,>7jt
44,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
50,Country Government,Bachelor,Married,Specialist,Male,95886000.0,0.0,40.0,<=7jt
42,Entrepreneur,Senior High School,Separated,Sales,Female,0.0,0.0,30.0,<=7jt
37,Entrepreneur,Bachelor,Single,Tech Support,Female,0.0,0.0,40.0,<=7jt
43,Entrepreneur,Senior High School,Married,Sales,Female,0.0,0.0,44.0,<=7jt
53,Entrepreneur,Doctoral,Married,Specialist,Male,210336000.0,0.0,50.0,>7jt
27,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,1.0,<=7jt
28,Entrepreneur,Bachelor,Single,Sales,Female,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Bachelor,Separated,Executive Manager,Female,0.0,0.0,35.0,<=7jt
29,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
61,Entrepreneur,Doctoral,Married,Specialist,Male,0.0,0.0,40.0,>7jt
23,Entrepreneur,Bachelor,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
59,Entrepreneur,Bachelor,Married,Specialist,Male,70182000.0,0.0,40.0,<=7jt
49,Entrepreneur,Associate Degree,Married,Specialist,Female,210336000.0,0.0,60.0,>7jt
48,Entrepreneur,Senior High School,Married,Tech Support,Male,0.0,0.0,48.0,<=7jt
48,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,35.0,<=7jt
43,Entrepreneur,Senior High School,Divorced,Executive Manager,Female,0.0,0.0,40.0,<=7jt
59,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Senior High School,Divorced,Sales,Female,0.0,0.0,35.0,<=7jt
30,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Senior High School,Married,Farmer,Male,0.0,0.0,55.0,<=7jt
43,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,45.0,<=7jt
50,Local Government,Master,Married,Specialist,Male,0.0,0.0,40.0,<=7jt
61,Non-Corporate Freelance,Senior High School,Widowed,Specialist,Female,0.0,0.0,16.0,<=7jt
48,Entrepreneur,Master,Divorced,Executive Manager,Female,0.0,0.0,40.0,>7jt
45,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Bachelor,Single,Machinery Supervisor,Male,0.0,0.0,25.0,<=7jt
43,Entrepreneur,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
41,Country Government,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,45.0,<=7jt
48,Entrepreneur,Senior High School,Divorced,Sales,Female,0.0,0.0,20.0,<=7jt
48,Local Government,Doctoral,Married,Specialist,Male,210336000.0,0.0,45.0,>7jt
37,Corporate Freelance,Bachelor,Married,Executive Manager,Male,0.0,0.0,80.0,>7jt
60,Entrepreneur,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,38.0,<=7jt
32,Country Government,Bachelor,Single,Religious Leader,Male,0.0,0.0,37.0,<=7jt
27,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,40390000.0,0.0,40.0,<=7jt
58,Entrepreneur,Bachelor,Married,Sales,Male,210336000.0,0.0,50.0,>7jt
43,Entrepreneur,Elementary School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
80,Non-Corporate Freelance,Junior High School,Single,Farmer,Male,0.0,0.0,20.0,<=7jt
21,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,40.0,<=7jt
34,Entrepreneur,Senior High School,Single,Machinery Supervisor,Female,0.0,0.0,48.0,<=7jt
56,State Government,Bachelor,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
32,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
55,Entrepreneur,Senior High School,Married,Sales,Female,0.0,0.0,40.0,>7jt
58,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,20.0,<=7jt
46,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,50.0,>7jt
36,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,50.0,<=7jt
27,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
38,Entrepreneur,Bachelor,Separated,Specialist,Male,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,60.0,<=7jt
40,Entrepreneur,Senior High School,Divorced,Executive Manager,Female,0.0,0.0,40.0,<=7jt
18,Other,Senior High School,Single,Other Services,Female,0.0,0.0,15.0,<=7jt
41,Non-Corporate Freelance,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,25.0,<=7jt
56,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
24,Non-Corporate Freelance,Bachelor,Single,Specialist,Male,0.0,0.0,25.0,<=7jt
27,Local Government,Master,Married,Specialist,Male,0.0,0.0,37.0,<=7jt
44,Entrepreneur,Junior High School,Married,Other Services,Female,0.0,0.0,55.0,<=7jt
48,Entrepreneur,Bachelor,Married,Executive Manager,Male,107632000.0,0.0,65.0,>7jt
45,Entrepreneur,Doctoral,Married,Specialist,Male,0.0,0.0,56.0,>7jt
41,Local Government,Professional School,Married,Specialist,Male,0.0,0.0,40.0,>7jt
49,Entrepreneur,Junior High School,Married,Machinery Supervisor,Male,0.0,0.0,48.0,<=7jt
62,Entrepreneur,Master,Widowed,Executive Manager,Female,0.0,0.0,35.0,<=7jt
48,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
43,Entrepreneur,Associate Degree,Married,Executive Manager,Male,0.0,0.0,45.0,>7jt
36,Entrepreneur,Associate Degree,Married,Executive Manager,Male,0.0,0.0,44.0,>7jt
42,Non-Corporate Freelance,Senior High School,Married,Specialist,Male,0.0,0.0,50.0,>7jt
27,Country Government,Bachelor,Single,Specialist,Male,0.0,0.0,40.0,<=7jt
60,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,0.0,46.0,>7jt
51,Entrepreneur,Senior High School,Married,Sales,Male,0.0,27678000.0,50.0,>7jt
25,Entrepreneur,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
70,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,20.0,<=7jt
36,Local Government,Senior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Doctoral,Married,Executive Manager,Male,0.0,0.0,45.0,>7jt
27,Entrepreneur,Junior High School,Single,Other Services,Male,0.0,0.0,50.0,<=7jt
56,Non-Corporate Freelance,Senior High School,Widowed,Other Services,Female,0.0,0.0,65.0,>7jt
46,Entrepreneur,Bachelor,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
24,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,35.0,<=7jt
37,State Government,Master,Single,Executive Manager,Female,389592000.0,0.0,50.0,>7jt
22,Country Government,Bachelor,Single,Specialist,Female,0.0,0.0,43.0,<=7jt
46,Entrepreneur,Associate Degree,Divorced,Tech Support,Female,0.0,0.0,36.0,<=7jt
41,Corporate Freelance,Master,Married,Executive Manager,Male,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,35.0,<=7jt
76,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
49,Corporate Freelance,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
30,Other,Bachelor,Married,Other Services,Female,0.0,0.0,20.0,<=7jt
44,Entrepreneur,Master,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
33,Entrepreneur,Senior High School,Divorced,Other Services,Female,0.0,0.0,40.0,<=7jt
28,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,50.0,<=7jt
44,Local Government,Master,Married,Specialist,Male,0.0,0.0,35.0,<=7jt
55,Entrepreneur,Senior High School,Separated,Other Services,Female,0.0,0.0,16.0,<=7jt
19,Entrepreneur,Senior High School,Single,Farmer,Male,0.0,0.0,25.0,<=7jt
36,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Junior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Senior High School,Single,Machinery Supervisor,Male,0.0,0.0,40.0,<=7jt
57,Entrepreneur,Elementary School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Associate Degree,Married,Tech Support,Male,0.0,0.0,40.0,<=7jt
58,Corporate Freelance,Senior High School,Married,Executive Manager,Male,0.0,0.0,40.0,>7jt
34,Local Government,Master,Married,Specialist,Female,107632000.0,0.0,35.0,>7jt
19,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,20.0,<=7jt
45,Entrepreneur,Associate Degree,Married,Executive Manager,Male,0.0,27678000.0,50.0,>7jt
41,Entrepreneur,Associate Degree,Married,Other Services,Male,102172000.0,0.0,60.0,>7jt
64,Non-Corporate Freelance,Bachelor,Married,Specialist,Male,0.0,0.0,24.0,>7jt
46,State Government,Professional School,Separated,Specialist,Female,0.0,0.0,40.0,>7jt
43,Entrepreneur,Bachelor,Married,Specialist,Male,0.0,0.0,48.0,>7jt
58,Non-Corporate Freelance,Senior High School,Married,Farmer,Male,0.0,0.0,60.0,<=7jt
51,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,47.0,>7jt
29,Entrepreneur,Senior High School,Divorced,Machinery Supervisor,Male,0.0,0.0,56.0,<=7jt
59,Entrepreneur,Bachelor,Single,Executive Manager,Female,0.0,0.0,25.0,<=7jt
53,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
46,Local Government,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
17,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,24.0,<=7jt
35,Local Government,Senior High School,Married,Other Services,Male,0.0,0.0,40.0,<=7jt
49,Corporate Freelance,Professional School,Widowed,Specialist,Male,1399986000.0,0.0,50.0,>7jt
42,Entrepreneur,Senior High School,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
47,Other,Senior High School,Married,Other Services,Female,0.0,0.0,8.0,>7jt
42,State Government,Senior High School,Married,Driver,Male,0.0,0.0,40.0,<=7jt
20,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
36,Entrepreneur,Bachelor,Single,Other Services,Female,0.0,0.0,40.0,<=7jt
33,Entrepreneur,Bachelor,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
26,Entrepreneur,Senior High School,Single,Executive Manager,Female,0.0,0.0,50.0,<=7jt
46,Entrepreneur,Senior High School,Married,Executive Manager,Female,0.0,0.0,40.0,>7jt
41,Local Government,Senior High School,Divorced,Executive Manager,Female,0.0,0.0,40.0,<=7jt
38,Entrepreneur,Bachelor,Divorced,Executive Manager,Male,0.0,0.0,50.0,<=7jt
23,Corporate Freelance,Senior High School,Married,Sales,Male,0.0,27678000.0,40.0,>7jt
39,Entrepreneur,Master,Married,Specialist,Male,0.0,0.0,40.0,>7jt
45,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
19,Entrepreneur,Senior High School,Single,Other Services,Female,0.0,0.0,24.0,<=7jt
52,Entrepreneur,Senior High School,Divorced,Machinery Supervisor,Male,200816000.0,0.0,40.0,>7jt
32,Entrepreneur,Junior High School,Married,Farmer,Male,0.0,0.0,35.0,<=7jt
37,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
30,Local Government,Master,Married,Specialist,Male,0.0,0.0,40.0,<=7jt
50,Corporate Freelance,Master,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
39,Entrepreneur,Senior High School,Single,Driver,Male,0.0,0.0,40.0,<=7jt
45,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
52,Entrepreneur,Senior High School,Married,Machinery Supervisor,Female,0.0,0.0,40.0,<=7jt
35,Entrepreneur,Bachelor,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
47,Local Government,Bachelor,Separated,Specialist,Female,0.0,0.0,70.0,<=7jt
41,Corporate Freelance,Bachelor,Widowed,Executive Manager,Female,0.0,0.0,45.0,<=7jt
70,Entrepreneur,Senior High School,Widowed,Household Assistant,Female,0.0,0.0,8.0,<=7jt
31,Entrepreneur,Senior High School,Separated,Cleaning Service,Male,0.0,0.0,70.0,<=7jt
25,Local Government,Bachelor,Single,Specialist,Female,0.0,0.0,35.0,<=7jt
30,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,42.0,<=7jt
47,Non-Corporate Freelance,Professional School,Married,Specialist,Male,0.0,26628000.0,42.0,>7jt
45,State Government,Bachelor,Single,Executive Manager,Female,0.0,0.0,45.0,<=7jt
41,Entrepreneur,Professional School,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
69,Other,Senior High School,Widowed,Other Services,Female,0.0,0.0,20.0,<=7jt
62,Entrepreneur,Senior High School,Widowed,Handicraft Refinement,Female,0.0,0.0,40.0,<=7jt
20,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
47,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
23,Entrepreneur,Senior High School,Single,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
38,Country Government,Doctoral,Married,Specialist,Male,0.0,0.0,45.0,>7jt
32,Entrepreneur,Bachelor,Married,Sales,Male,0.0,0.0,40.0,<=7jt
40,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
42,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
19,Entrepreneur,Junior High School,Single,Religious Leader,Male,0.0,0.0,80.0,<=7jt
50,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,60.0,>7jt
44,Corporate Freelance,Bachelor,Married,Sales,Male,0.0,0.0,50.0,>7jt
22,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,60.0,<=7jt
43,Entrepreneur,Associate Degree,Married,Sales,Male,0.0,0.0,40.0,>7jt
23,Non-Corporate Freelance,Senior High School,Single,Cleaning Service,Female,0.0,0.0,35.0,<=7jt
42,Entrepreneur,Junior High School,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
42,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,>7jt
60,Other,Bachelor,Married,Other Services,Male,0.0,0.0,12.0,<=7jt
21,Other,Junior High School,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
37,Entrepreneur,Senior High School,Divorced,Tech Support,Male,0.0,0.0,45.0,<=7jt
31,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,45.0,<=7jt
36,Entrepreneur,Senior High School,Married,Specialist,Male,0.0,0.0,45.0,>7jt
25,Entrepreneur,Bachelor,Single,Executive Manager,Male,0.0,0.0,45.0,<=7jt
36,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,45.0,>7jt
20,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
55,Local Government,Senior High School,Divorced,Religious Leader,Female,0.0,0.0,40.0,>7jt
39,Entrepreneur,Bachelor,Divorced,Sales,Male,0.0,0.0,40.0,<=7jt
63,Entrepreneur,Junior High School,Widowed,Other Services,Female,0.0,0.0,41.0,<=7jt
24,Entrepreneur,Bachelor,Single,Executive Manager,Male,0.0,0.0,40.0,<=7jt
21,Entrepreneur,Senior High School,Single,Religious Leader,Female,0.0,0.0,35.0,<=7jt
60,Non-Corporate Freelance,Professional School,Married,Sales,Male,0.0,0.0,45.0,>7jt
57,Entrepreneur,Bachelor,Single,Religious Leader,Female,0.0,0.0,40.0,<=7jt
43,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,0.0,0.0,40.0,>7jt
38,Entrepreneur,Bachelor,Married,Religious Leader,Male,102172000.0,0.0,50.0,>7jt
23,Non-Corporate Freelance,Senior High School,Married,Driver,Male,107632000.0,0.0,60.0,>7jt
42,Entrepreneur,Associate Degree,Divorced,Specialist,Female,0.0,0.0,24.0,<=7jt
58,Other,Senior High School,Divorced,Other Services,Male,0.0,0.0,40.0,<=7jt
60,Non-Corporate Freelance,Senior High School,Married,Driver,Male,63112000.0,0.0,8.0,<=7jt
29,Local Government,Master,Married,Specialist,Male,0.0,0.0,50.0,<=7jt
55,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
65,Entrepreneur,Bachelor,Married,Executive Manager,Male,1399986000.0,0.0,40.0,>7jt
20,Entrepreneur,Senior High School,Single,Other Services,Male,0.0,0.0,30.0,<=7jt
40,Entrepreneur,Bachelor,Married,Executive Manager,Male,0.0,0.0,50.0,>7jt
31,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
32,Entrepreneur,Bachelor,Single,Executive Manager,Male,0.0,0.0,55.0,>7jt
39,Entrepreneur,Senior High School,Married,Farmer,Male,0.0,0.0,65.0,<=7jt
70,Other,Senior High School,Widowed,Other Services,Male,0.0,0.0,6.0,<=7jt
45,Entrepreneur,Senior High School,Divorced,Farmer,Male,0.0,0.0,40.0,<=7jt
25,Non-Corporate Freelance,Senior High School,Separated,Handicraft Refinement,Male,0.0,0.0,35.0,<=7jt
38,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,42.0,<=7jt
77,Entrepreneur,Junior High School,Married,Household Assistant,Female,0.0,0.0,10.0,<=7jt
43,Country Government,Associate Degree,Married,Specialist,Female,0.0,0.0,40.0,>7jt
63,Entrepreneur,Senior High School,Widowed,Other Services,Female,0.0,0.0,34.0,<=7jt
43,Entrepreneur,Senior High School,Single,Handicraft Refinement,Male,0.0,0.0,45.0,<=7jt
63,Entrepreneur,Senior High School,Married,Sales,Male,0.0,0.0,48.0,<=7jt
48,Country Government,Bachelor,Married,Executive Manager,Male,72492000.0,0.0,40.0,>7jt
23,Entrepreneur,Senior High School,Single,Sales,Male,0.0,0.0,40.0,<=7jt
40,Local Government,Senior High School,Married,Religious Leader,Female,0.0,0.0,40.0,<=7jt
39,Entrepreneur,Associate Degree,Married,Handicraft Refinement,Male,0.0,22792000.0,48.0,<=7jt
30,Entrepreneur,Associate Degree,Single,Tech Support,Female,0.0,0.0,15.0,<=7jt
50,Other,Master,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
33,Non-Corporate Freelance,Senior High School,Divorced,Cleaning Service,Male,0.0,0.0,7.0,<=7jt
35,Non-Corporate Freelance,Bachelor,Separated,Handicraft Refinement,Male,0.0,0.0,65.0,<=7jt
33,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,45.0,>7jt
44,Non-Corporate Freelance,Master,Married,Specialist,Male,0.0,0.0,54.0,<=7jt
34,Non-Corporate Freelance,Associate Degree,Single,Other Services,Male,0.0,0.0,40.0,<=7jt
41,Non-Corporate Freelance,Associate Degree,Married,Farmer,Male,0.0,0.0,60.0,<=7jt
54,Corporate Freelance,Bachelor,Married,Machinery Supervisor,Male,107632000.0,0.0,40.0,>7jt
28,Entrepreneur,Senior High School,Married,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
27,Entrepreneur,Senior High School,Married,Cleaning Service,Male,0.0,0.0,40.0,<=7jt
55,Entrepreneur,Senior High School,Separated,Other Services,Female,0.0,0.0,40.0,<=7jt
29,Entrepreneur,Senior High School,Divorced,Handicraft Refinement,Male,0.0,0.0,40.0,<=7jt
62,Entrepreneur,Master,Married,Religious Leader,Male,0.0,0.0,40.0,>7jt
41,State Government,Bachelor,Married,Specialist,Male,0.0,0.0,38.0,>7jt
41,Other,Senior High School,Divorced,Other Services,Female,0.0,0.0,40.0,<=7jt
30,Country Government,Associate Degree,Single,Specialist,Female,0.0,0.0,40.0,<=7jt
17,Entrepreneur,Senior High School,Single,Tech Support,Male,0.0,0.0,10.0,<=7jt
19,Entrepreneur,Senior High School,Single,Sales,Male,0.0,0.0,43.0,<=7jt
24,Entrepreneur,Senior High School,Married,Religious Leader,Male,0.0,0.0,40.0,<=7jt
41,Entrepreneur,Bachelor,Married,Tech Support,Male,0.0,26628000.0,42.0,>7jt
40,Entrepreneur,Professional School,Married,Specialist,Male,0.0,0.0,40.0,>7jt
60,Local Government,Associate Degree,Married,Executive Manager,Male,0.0,0.0,60.0,>7jt
35,Entrepreneur,Senior High School,Married,Machinery Supervisor,Male,61404000.0,0.0,48.0,<=7jt
25,Entrepreneur,Bachelor,Single,Tech Support,Male,0.0,0.0,40.0,<=7jt
30,Entrepreneur,Professional School,Divorced,Sales,Male,0.0,0.0,55.0,<=7jt
25,Entrepreneur,Senior High School,Single,Sales,Female,0.0,0.0,35.0,<=7jt
